period,artist_name,spotify_monthly_listeners,youtube_subscribers,youtube_actual_views,youtube_views_source,deezer_fans,est_spotify_quarterly_streams,spotify_revenue_usd,youtube_revenue_usd,deezer_revenue_usd,other_platforms_revenue_usd,gross_streaming_revenue_usd,gross_streaming_revenue_ngn,source,spotify_listeners_source,spotify_listeners_basis,ngn_per_usd,ngn_rate_basis
Q2_2021,Dice Ailes,98974,19400,650979,"estimated: subscribers x 11.19 views/month (EST, calibrated)",3112,1039227,4156.91,2603.91,74.69,1247.07,8082.58,3242326.97,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,401.15,CBN annual average official rate 401.15 NGN/USD for 2021 (ASM)
Q2_2021,Brymo,40610,39300,1318735,"estimated: subscribers x 11.19 views/month (EST, calibrated)",12171,426405,1705.62,5274.94,292.1,511.69,7784.35,3122692.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,401.15,CBN annual average official rate 401.15 NGN/USD for 2021 (ASM)
Q2_2021,Sean Tizzle,73944,23200,778490,"estimated: subscribers x 11.19 views/month (EST, calibrated)",4442,776412,3105.65,3113.96,106.61,931.69,7257.91,2911510.6,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,401.15,CBN annual average official rate 401.15 NGN/USD for 2021 (ASM)
Q2_2021,Waje,32810,40200,1348935,"estimated: subscribers x 11.19 views/month (EST, calibrated)",1620,344505,1378.02,5395.74,38.88,413.41,7226.05,2898729.96,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,401.15,CBN annual average official rate 401.15 NGN/USD for 2021 (ASM)
Q2_2021,Darey,15062,46500,1560335,"estimated: subscribers x 11.19 views/month (EST, calibrated)",3730,158151,632.6,6241.34,89.52,189.78,7153.24,2869522.23,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,401.15,CBN annual average official rate 401.15 NGN/USD for 2021 (ASM)
Q2_2021,Mr Real,26474,38600,1295246,"estimated: subscribers x 11.19 views/month (EST, calibrated)",0,277977,1111.91,5180.98,0.0,333.57,6626.46,2658204.43,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,401.15,CBN annual average official rate 401.15 NGN/USD for 2021 (ASM)
Q2_2021,9ice,46700,27900,936201,"estimated: subscribers x 11.19 views/month (EST, calibrated)",8876,490350,1961.4,3744.8,213.02,588.42,6507.64,2610539.79,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,401.15,CBN annual average official rate 401.15 NGN/USD for 2021 (ASM)
Q2_2021,Lojay,119062,0,0,no YouTube presence observed,157,1250151,5000.6,0.0,3.77,1500.18,6504.55,2609300.23,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,401.15,CBN annual average official rate 401.15 NGN/USD for 2021 (ASM)
Q2_2021,M.I. Abaga,113648,0,0,no YouTube presence observed,6270,1193304,4773.22,0.0,150.48,1431.96,6355.66,2549573.01,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,401.15,CBN annual average official rate 401.15 NGN/USD for 2021 (ASM)
Q2_2021,Praiz,105552,0,0,no YouTube presence observed,1394,1108296,4433.18,0.0,33.46,1329.96,5796.6,2325306.09,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,401.15,CBN annual average official rate 401.15 NGN/USD for 2021 (ASM)
Q2_2021,Johnny Drille,104086,0,0,no YouTube presence observed,3865,1092903,4371.61,0.0,92.76,1311.48,5775.85,2316982.23,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,401.15,CBN annual average official rate 401.15 NGN/USD for 2021 (ASM)
Q2_2021,Mannywellz,86189,6150,206367,"estimated: subscribers x 11.19 views/month (EST, calibrated)",343,904984,3619.94,825.47,8.23,1085.98,5539.62,2222218.56,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,401.15,CBN annual average official rate 401.15 NGN/USD for 2021 (ASM)
Q2_2021,Lil Kesh,96562,0,0,no YouTube presence observed,9878,1013901,4055.6,0.0,237.07,1216.68,5509.35,2210075.75,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,401.15,CBN annual average official rate 401.15 NGN/USD for 2021 (ASM)
Q2_2021,Bad Boy Timz,61934,12100,406023,"estimated: subscribers x 11.19 views/month (EST, calibrated)",12897,650307,2601.23,1624.09,309.53,780.37,5315.22,2132200.5,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,401.15,CBN annual average official rate 401.15 NGN/USD for 2021 (ASM)
Q2_2021,Lady Donli,94534,0,0,no YouTube presence observed,795,992607,3970.43,0.0,19.08,1191.13,5180.64,2078213.74,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,401.15,CBN annual average official rate 401.15 NGN/USD for 2021 (ASM)
Q2_2021,Young Jonn,79084,0,0,no YouTube presence observed,8871,830382,3321.53,0.0,212.9,996.46,4530.89,1817566.52,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,401.15,CBN annual average official rate 401.15 NGN/USD for 2021 (ASM)
Q2_2021,Small Doctor,24590,22500,755001,"estimated: subscribers x 11.19 views/month (EST, calibrated)",395,258195,1032.78,3020.0,9.48,309.83,4372.09,1753863.9,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,401.15,CBN annual average official rate 401.15 NGN/USD for 2021 (ASM)
Q2_2021,Duncan Mighty,76501,0,0,no YouTube presence observed,4501,803260,3213.04,0.0,108.02,963.91,4284.97,1718915.72,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,401.15,CBN annual average official rate 401.15 NGN/USD for 2021 (ASM)
Q2_2021,HarrySong,48771,0,280351,"estimated: YouTube listeners x 12.48 views/month (EST, calibrated)",578,512096,2048.38,1121.4,13.87,614.51,3798.16,1523631.88,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,401.15,CBN annual average official rate 401.15 NGN/USD for 2021 (ASM)
Q2_2021,Vector,65122,0,0,no YouTube presence observed,2510,683781,2735.12,0.0,60.24,820.54,3615.9,1450518.28,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,401.15,CBN annual average official rate 401.15 NGN/USD for 2021 (ASM)
Q2_2021,Prettyboy D-O,57525,0,0,no YouTube presence observed,1018,604012,2416.05,0.0,24.43,724.82,3165.3,1269760.09,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,401.15,CBN annual average official rate 401.15 NGN/USD for 2021 (ASM)
Q2_2021,Dremo,46723,0,0,no YouTube presence observed,9496,490592,1962.37,0.0,227.9,588.71,2778.98,1114787.83,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,401.15,CBN annual average official rate 401.15 NGN/USD for 2021 (ASM)
Q2_2021,King Sunny Ade,35909,0,0,no YouTube presence observed,7995,377044,1508.18,0.0,191.88,452.45,2152.51,863479.39,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,401.15,CBN annual average official rate 401.15 NGN/USD for 2021 (ASM)
Q2_2021,Naeto C,17659,5720,191938,"estimated: subscribers x 11.19 views/month (EST, calibrated)",12886,185420,741.68,767.75,309.26,222.5,2041.19,818823.37,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,401.15,CBN annual average official rate 401.15 NGN/USD for 2021 (ASM)
Q2_2021,Pheelz,31603,1880,63085,"estimated: subscribers x 11.19 views/month (EST, calibrated)",51,331832,1327.33,252.34,1.22,398.2,1979.09,793911.95,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,401.15,CBN annual average official rate 401.15 NGN/USD for 2021 (ASM)
Q2_2021,Sound Sultan,10839,8160,273814,"estimated: subscribers x 11.19 views/month (EST, calibrated)",1095,113810,455.24,1095.25,26.28,136.57,1713.34,687306.34,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,401.15,CBN annual average official rate 401.15 NGN/USD for 2021 (ASM)
Q2_2021,Terry Apala,17840,4820,161738,"estimated: subscribers x 11.19 views/month (EST, calibrated)",205,187320,749.28,646.95,4.92,224.78,1625.93,652241.82,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,401.15,CBN annual average official rate 401.15 NGN/USD for 2021 (ASM)
Q2_2021,Jesse Jagz,7243,7500,251667,"estimated: subscribers x 11.19 views/month (EST, calibrated)",5173,76052,304.21,1006.67,124.15,91.26,1526.29,612271.23,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,401.15,CBN annual average official rate 401.15 NGN/USD for 2021 (ASM)
Q2_2021,Asake,27303,0,0,no YouTube presence observed,99,286682,1146.73,0.0,2.38,344.02,1493.13,598969.1,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,401.15,CBN annual average official rate 401.15 NGN/USD for 2021 (ASM)
Q2_2021,Lyta,25250,0,0,no YouTube presence observed,815,265125,1060.5,0.0,19.56,318.15,1398.21,560891.94,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,401.15,CBN annual average official rate 401.15 NGN/USD for 2021 (ASM)
Q2_2021,Olu Maintain,18180,0,0,no YouTube presence observed,370,190890,763.56,0.0,8.88,229.07,1001.51,401755.74,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,401.15,CBN annual average official rate 401.15 NGN/USD for 2021 (ASM)
Q2_2021,CDQ,15281,0,0,no YouTube presence observed,229,160450,641.8,0.0,5.5,192.54,839.84,336901.82,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,401.15,CBN annual average official rate 401.15 NGN/USD for 2021 (ASM)
Q2_2021,Lagbaja,0,4440,148987,"estimated: subscribers x 11.19 views/month (EST, calibrated)",2651,0,0.0,595.95,63.62,0.0,659.57,264586.51,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",no monthly level observed; quarter-end level used,401.15,CBN annual average official rate 401.15 NGN/USD for 2021 (ASM)
Q2_2021,Victony,6862,1900,63756,"estimated: subscribers x 11.19 views/month (EST, calibrated)",185,72051,288.2,255.02,4.44,86.46,634.12,254377.24,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,401.15,CBN annual average official rate 401.15 NGN/USD for 2021 (ASM)
Q2_2021,Dammy Krane,11092,0,0,no YouTube presence observed,529,116466,465.86,0.0,12.7,139.76,618.32,248039.07,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,401.15,CBN annual average official rate 401.15 NGN/USD for 2021 (ASM)
Q2_2021,Yung6ix,10552,0,0,no YouTube presence observed,578,110796,443.18,0.0,13.87,132.96,590.01,236682.51,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,401.15,CBN annual average official rate 401.15 NGN/USD for 2021 (ASM)
Q2_2021,Seyi Vibez,10269,0,0,no YouTube presence observed,952,107824,431.3,0.0,22.85,129.39,583.54,234087.07,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,401.15,CBN annual average official rate 401.15 NGN/USD for 2021 (ASM)
Q2_2021,Illbliss,10519,0,0,no YouTube presence observed,255,110450,441.8,0.0,6.12,132.54,580.46,232851.53,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,401.15,CBN annual average official rate 401.15 NGN/USD for 2021 (ASM)
Q2_2021,Eldee,7345,239,7986,"estimated: subscribers x 11.19 views/month (EST, calibrated)",4175,77122,308.49,31.94,100.2,92.55,533.18,213885.16,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,401.15,CBN annual average official rate 401.15 NGN/USD for 2021 (ASM)
Q2_2021,Spyro,4942,0,0,no YouTube presence observed,0,51891,207.56,0.0,0.0,62.27,269.83,108242.3,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,401.15,CBN annual average official rate 401.15 NGN/USD for 2021 (ASM)
Q2_2021,Sauce Kid,2246,0,0,no YouTube presence observed,103,23583,94.33,0.0,2.47,28.3,125.1,50183.86,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,401.15,CBN annual average official rate 401.15 NGN/USD for 2021 (ASM)
Q2_2021,Ebenezer Obey,0,0,0,no YouTube presence observed,4387,0,0.0,0.0,105.29,0.0,105.29,42237.08,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",no monthly level observed; quarter-end level used,401.15,CBN annual average official rate 401.15 NGN/USD for 2021 (ASM)
Q2_2021,ODUMODUBLVCK,1206,0,0,no YouTube presence observed,110,12663,50.65,0.0,2.64,15.2,68.49,27474.76,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,401.15,CBN annual average official rate 401.15 NGN/USD for 2021 (ASM)
Q2_2021,Oritsefemi,9,0,0,no YouTube presence observed,1071,94,0.38,0.0,25.7,0.11,26.19,10506.12,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,401.15,CBN annual average official rate 401.15 NGN/USD for 2021 (ASM)
Q2_2021,Libianca,78,0,0,no YouTube presence observed,2,819,3.28,0.0,0.05,0.98,4.31,1728.96,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,401.15,CBN annual average official rate 401.15 NGN/USD for 2021 (ASM)
